GIVE_DAMAGE_HIGH+http://cdn.akamai.steamstatic.com/steamcommunity/public/images/apps/730/46d932bd2bc68f28e0fa8a03e92e5180fc5735dc.jpg+http://cdn.akamai.steamstatic.com/steamcommunity/public/images/apps/730/3be2d4f83efcced660843484f3e042439ac9a517.jpg+++
KILLER_AND_ENEMY_IN_AIR+http://cdn.akamai.steamstatic.com/steamcommunity/public/images/apps/730/f2ad27b9e610de552f3eea70fa1f5ecec17d7400.jpg+http://cdn.akamai.steamstatic.com/steamcommunity/public/images/apps/730/ef41b3fa5bd65c9c30b74b0fa0e9f68713b73556.jpg+++
WIN_DUAL_DUEL+http://cdn.akamai.steamstatic.com/steamcommunity/public/images/apps/730/9caa687914739d5da5200b04eeaaddd5e6f54f7f.jpg+http://cdn.akamai.steamstatic.com/steamcommunity/public/images/apps/730/6b0ef24cfabc4448d3d5edde30513ca3969158c5.jpg+++
KILL_TWO_WITH_ONE_SHOT+http://cdn.akamai.steamstatic.com/steamcommunity/public/images/apps/730/0d608d5c66449213da0efa3269081381929c1f6a.jpg+http://cdn.akamai.steamstatic.com/steamcommunity/public/images/apps/730/cdd82951e4ef1e95a310e6a09c122fca110eb665.jpg+++
KILLING_SPREE+http://cdn.akamai.steamstatic.com/steamcommunity/public/images/apps/730/bfedf671220f823ddbeec18a16dc14d2ae32bcde.jpg+http://cdn.akamai.steamstatic.com/steamcommunity/public/images/apps/730/638d69d2fc898d91d7380ad7a29f328f760266e8.jpg+++
HEADSHOTS+http://cdn.akamai.steamstatic.com/steamcommunity/public/images/apps/730/72e142a6cbef679ffda7245b1074d1d52700ea98.jpg+http://cdn.akamai.steamstatic.com/steamcommunity/public/images/apps/730/b36533f8ede908216ba43fbd50cfab87ce3a5c2a.jpg+++
KILL_ENEMY_BLINDED+http://cdn.akamai.steamstatic.com/steamcommunity/public/images/apps/730/6439356b22bfb76c8b2693a25b5291e1ec4b6f0d.jpg+http://cdn.akamai.steamstatic.com/steamcommunity/public/images/apps/730/3bd6bbc5a689edb6cc2339261576c7b81ae95fca.jpg+++
KILL_ENEMIES_WHILE_BLIND+http://cdn.akamai.steamstatic.com/steamcommunity/public/images/apps/730/5ee37dd9a04c583317d32af15f0a65b902ea7279.jpg+http://cdn.akamai.steamstatic.com/steamcommunity/public/images/apps/730/eecfd460660516c8e15db282d1e97e3b352c0b12.jpg+++
KILL_ENEMY_LOW+http://cdn.akamai.steamstatic.com/steamcommunity/public/images/apps/730/b11ef0453168cd3d10684e184004f71dcc0faa82.jpg+http://cdn.akamai.steamstatic.com/steamcommunity/public/images/apps/730/c2fc81593400110271e1f968f0e704a19ee83011.jpg+++
KILL_ENEMY_IN_AIR+http://cdn.akamai.steamstatic.com/steamcommunity/public/images/apps/730/36bee0e89e3152683990a4e0a6ac3175f14b3c9b.jpg+http://cdn.akamai.steamstatic.com/steamcommunity/public/images/apps/730/de394e0ab012d5490bd0b6f229f461e87e79a8a5.jpg+++
KILL_ENEMY_MED+http://cdn.akamai.steamstatic.com/steamcommunity/public/images/apps/730/60d83a42df84fa5d84910af681370579e3bb16bf.jpg+http://cdn.akamai.steamstatic.com/steamcommunity/public/images/apps/730/4ddb4bf34e96d538b6c9aab1ff1796f51d218e5d.jpg+++
KILL_WHEN_AT_LOW_HEALTH+http://cdn.akamai.steamstatic.com/steamcommunity/public/images/apps/730/233e0468c1e9f7e29dc65aae90680494f31dbf46.jpg+http://cdn.akamai.steamstatic.com/steamcommunity/public/images/apps/730/b0c6a88030d93bf16d697761ca3a1f0b65e36e8c.jpg+++
